the_geom,cartodb_id,the_geom_webmercator,record_id,station_key,station_id,name,road_name,full_name,common_road_name,secondary_name,road_name_base,road_name_type,intersection,distance_to_intersection,road_number,link_number,mab_way_type,mab_way_number,mab_identifier,road_functional_hierarchy,road_on_type,lane_count,road_classification_type,road_classification_admin,rms_region,lga,suburb,post_code,device_type,heavy_vehicle_checking_station,permanent_station,vehicle_classifier,lambert_easting,lambert_northing,wgs84_latitude,wgs84_longitude,direction_seq,quality_rating,publish,md5,updated_on
,5803,,,57519,86009,High Street,High Street,"High Street, South of Jenkins Avenue",High Street,South of Jenkins Avenue,High,Street,Jenkins Avenue,140,0000005,1060,A,44,A44,Arterial Road,OnGround,OneLane,Street,State,Sydney,Penrith,Penrith,2750,Trafficorder Dual Tube Classifier,false,0,0,9643357,4437785,-33.756424,150.710205,10,5,true,7b1cf5526c8cb7e173620990e7430947,2018-06-12 02:48:41.978017+00
,5804,,,58536,97051,Sturt Highway,Sturt Highway,"Sturt Highway, West of Moama Street",Sturt Highway,West of Moama Street,Sturt,Highway,Moama Street,10,0000014,0380,A,20,A20,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Hay,Hay South,2711,Trafficorder Tube Axlepair Counter,false,0,1,9101259,4357117.5,-34.520679,144.833786,10,5,true,566b26a9445ee92d22eaf0871a31ed98,2018-06-12 02:48:41.978017+00
,5805,,,57639,91443,Church Street,Church Street,"Church Street, North of Grafton Street",New England Highway,North of Grafton Street,Church,Street,Grafton Street,100,0000009,1396,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Glen Innes Severn,Glen Innes,2370,Trafficorder Tube Axlepair Counter,false,0,1,9758897,4880220,-29.725782,151.740341,9,5,true,dadc206f2d52df24262a733517de211a,2018-06-12 02:48:41.978017+00
,5806,,,57409,74018,Pacific Highway,Pacific Highway,"Pacific Highway, North of Government Road",Pacific Highway,North of Government Road,Pacific,Highway,Government Road,20,0000010,0670,B,83,B83,Distributor Road,OnGround,TwoOrMoreLanes,Highway,State,Sydney,Hornsby,Hornsby,2077,Trafficorder Tube Axlepair Counter,false,0,0,9679538,4442017,-33.706062,151.098999,9,5,true,808acff30e726cdc241fe42489c8513a,2018-06-12 02:48:41.978017+00
,5807,,,55520,04199,Summerland Way,Summerland Way,"Summerland Way, South of Kunghur Street",Summerland Way,South of Kunghur Street,Summerland,Way,Kunghur Street,540,0000083,0410,B,91,B91,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,Northern,Kyogle,Wiangaree,2474,Trafficorder Tube Axlepair Counter,false,0,1,9885047,5008009,-28.518013,152.965607,9,5,true,acdcc127753a8cc0095c8856e0724906,2018-06-12 02:48:41.978017+00
,5808,,,58107,94222,Lachlan Valley Way,Lachlan Valley Way,"Lachlan Valley Way, North of Kenyu Road",Lachlan Valley Way,North of Kenyu Road,Lachlan Valley,Way,Kenyu Road,3100,0000056,0111,B,81,B81,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,Western,Cowra,Koorawatha,2807,Trafficorder Tube Axlepair Counter,false,0,1,9459752,4407651,-34.071411,148.732193,9,5,true,d397e0d8a87061e1fe16eae4be41ff9a,2018-06-12 02:48:41.978017+00
,5809,,,57097,52014,Lane Cove Road,Lane Cove Road,"Lane Cove Road, South of Ryde Road","Lane Cove.lane Cove Rd, North Ryde",South of Ryde Road,Lane Cove,Road,Ryde Road,50,0000162,0100,A,3,A3,Arterial Road,OnBridge,TwoOrMoreLanes,Road,State,Sydney,Ku-Ring-Gai,West Pymble,2073,Trafficorder Loop Counter,false,1,0,9682604,4434217.5,-33.775299,151.135406,9,4,true,016500cd7275b8ce4d16b5a2f5c7e40a,2018-06-12 02:48:41.978017+00
,5810,,,57529,86092,Evan Street,Evan Street,"Evan Street, East of North Street",North Street,East of North Street,Evan,Street,North Street,0,0000005,1081,A,44,A44,Distributor Road,OnBridge,TwoOrMoreLanes,Street,State,Sydney,Penrith,Penrith,2750,Trafficorder Dual Tube Classifier,false,0,0,9642728,4438257,-33.752373,150.703232,9,5,true,251fe29827471e126dc17f7c178e882d,2018-06-12 02:48:41.978017+00
,5811,,,56376,07747,Princes Highway,Princes Highway,"Princes Highway, South of Princes Motorway","Princes.princes Highway, Bulli Pass",South of Princes Motorway,Princes,Highway,Princes Motorway,650,0000001,0781,B,65,B65,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Wollongong,Bulli,2516,Excel Lpl,false,1,1,9658192,4374703.5,-34.320358,150.895767,9,5,true,8bf10f7d730e1094b40f1e8d850294e2,2018-06-12 02:48:41.978017+00
,5812,,,57826,92760,New England Highway,New England Highway,"New England Highway, East of Uralla Road",New England Highway,East of Uralla Road,New England,Highway,Uralla Road,120,0000009,1195,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Armidale Dumaresq,Armidale,2350,Trafficorder Tube Axlepair Counter,false,0,1,9743825,4792007.5,-30.526394,151.625183,9,5,true,8764d0f9f7a8bbd620519938938c2714,2018-06-12 02:48:41.978017+00
,5813,,,15334017,T0233,Newell Highway,Newell Highway,"Newell Highway, East of Showground Road","Newell.newell Highway, Jerilderie",East of Showground Road,Newell,Highway,Showground Road,370,0000017,2120,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Jerilderie,Jerilderie,2716,Tirtl,false,1,1,9186963,4266504.5,-35.350391,145.756058,9,4,true,68ff7a188a82f11245b949d4b752d9a8,2018-06-12 02:48:41.978017+00
,5814,,,55589,04342,Summerland Way,Summerland Way,"Summerland Way, North of Geneva Street",Summerland Way,North of Geneva Street,Summerland,Way,Geneva Street,50,0000083,0380,B,91,B91,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,Northern,Kyogle,Kyogle,2474,Trafficorder Tube Axlepair Counter,false,0,0,9888138,4996544,-28.619453,153.003769,9,5,true,b4fac4dd5f7a721024a51ce754190c82,2018-06-12 02:48:41.978017+00
,5815,,,55724,05013,Pacific Highway,Pacific Highway,"Pacific Highway, West of Yuruga Avenue","Pacific.pacific Highway, Charmhaven",West of Yuruga Avenue,Pacific,Highway,Yuruga Avenue,40,0000010,1186,NULL,NULL,NULL,Local Road,OnGround,TwoOrMoreLanes,Highway,State,Hunter,Wyong,Blue Haven,2262,Trafficorder Loop Counter,false,1,0,9720564,4495490,-33.208641,151.516586,9,4,true,e01c6f0ffebf9e324fb308b6ce5ed8fc,2018-06-12 02:48:41.978017+00
,5816,,,56284,07293,Tongarra Road,Tongarra Road,"Tongarra Road, East of Mcgrath Lane",Flinders Street,East of Mcgrath Lane,Tongarra,Road,Mcgrath Lane,50,0000025,0025,A,48,A48,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Southern,Shellharbour,Albion Park,2527,Trafficorder Tube Axlepair Counter,false,0,0,9645966,4347367.5,-34.570843,150.773651,10,5,true,88a3d93d3658e7dbb7b59e8c8b221e87,2018-06-12 02:48:41.978017+00
,5817,,,57108,53018,Pacific Highway,Pacific Highway,"Pacific Highway, South of Telegraph Road","Pacific.pacific Hwy, Pymble",South of Telegraph Road,Pacific,Highway,Telegraph Road,60,0000010,0540,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Sydney,Ku-Ring-Gai,Pymble,2073,Trafficorder Dual Tube Classifier,false,1,0,9683115,4437867.5,-33.742207,151.139358,9,4,true,394836fb11df7a26d303494340ce7466,2018-06-12 02:48:41.978017+00
,5818,,,57005,47024,Parramatta Road,Parramatta Road,"Parramatta Road, West of Junction Street","Parramatta.parramatta Rd, Auburn",West of Junction Street,Parramatta,Road,Junction Street,30,0000005,0550,A,44,A44,Primary Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Auburn,Auburn,2144,Tirtl,false,1,1,9672495,4427560.5,-33.83889,151.029022,10,4,true,622d8918a198b644d32d51fd1e43db67,2018-06-12 02:48:41.978017+00
,5819,,,58275,95336,Urana-Lockhart Road,Urana-Lockhart Road,"Urana-Lockhart Road, West of Forest Road",Urana Lockhart Road,West of Forest Road,Urana-Lockhart,Road,Forest Road,580,0000059,0095,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Lockhart,Lockhart,2656,Trafficorder Tube Axlepair Counter,false,0,1,9269842,4279148,-35.242031,146.668549,10,5,true,dc5a2f158d9db621bbec51fc19035ab3,2018-06-12 02:48:41.978017+00
,5820,,,58117,94273,Marsden Street,Marsden Street,"Marsden Street, South of Pudman Street",Marsden Street,South of Pudman Street,Marsden,Street,Pudman Street,50,0000056,0060,B,81,B81,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,South West,Boorowa,Boorowa,2586,Trafficorder Tube Axlepair Counter,false,0,0,9457650,4367167,-34.436928,148.716629,9,5,true,7cf10e4f3b7f41392607ad319587e48a,2018-06-12 02:48:41.978017+00
,5821,,,58739,99259,Castlereagh Highway,Castlereagh Highway,"Castlereagh Highway, South of Golden Highway",Castlereagh Highway,South of Golden Highway,Castlereagh,Highway,Golden Highway,1730,0000018,1280,B,55,B55,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Warrumbungle,Dunedoo,2844,Trafficorder Dual Tube Classifier,false,0,1,9534070,4629878,-32.052746,149.480576,9,5,true,27b12b58256c225b9baa82caca095a8e,2018-06-12 02:48:41.978017+00
,5822,,,57149,55138,Pittwater Road,Pittwater Road,"Pittwater Road, South of May Road",Pittwater Road,South of May Road,Pittwater,Road,May Road,70,0000164,0450,A,8,A8,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Warringah,Dee Why,2099,Trafficorder Tube Axlepair Counter,false,0,0,9696248,4435699.5,-33.756977,151.282059,9,5,true,f5b5e5b1eb6e85da29d74e3c043912c0,2018-06-12 02:48:41.978017+00
,5823,,,55777,05095,Pacific Motorway,Pacific Motorway,"Pacific Motorway, West of George Booth Drive","Sydney-Newcastle Freeway, Seahampton.sydney-Newcastle Freeway, Seahampton",West of George Booth Drive,Pacific,Motorway,George Booth Drive,250,0006003,1360,M,1,M1,Motorway,OnGround,TwoOrMoreLanes,Motorway,State,Hunter,Lake Macquarie,West Wallsend,2286,Trafficorder Loop Counter,false,1,0,9728410,4529966.5,-32.894691,151.584503,9,4,true,aaac62566b864e56ac7e4cd5a2e672c7,2018-06-12 02:48:41.978017+00
,5824,,,58424,96088,Kidman Way,Kidman Way,"Kidman Way, South of Nyngan Road",Kidman Way,South of Nyngan Road,Kidman,Way,Nyngan Road,170,0000410,0145,B,87,B87,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,Western,Cobar,Cobar,2835,Trafficorder Dual Tube Classifier,false,0,1,9190341,4693236,-31.500614,145.845138,9,5,true,35c302e512b8ffccf68a4a6afe20459f,2018-06-12 02:48:41.978017+00
,5825,,,57985,93815,Victoria Street,Victoria Street,"Victoria Street, South of Thompson Street",Mitchell Highway,South of Thompson Street,Victoria,Street,Thompson Street,60,0000007,0700,A,32,A32,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Dubbo,Dubbo,2830,Trafficorder Tube Axlepair Counter,false,0,0,9449442,4610489.5,-32.242561,148.587021,9,5,true,101b0e6ec37073faa0dc11a72bbdf91f,2018-06-12 02:48:41.978017+00
,5826,,,58164,94503,Lanyon Drive,Lanyon Drive,"Lanyon Drive, East of Bilkurra Street",Lanyon Drive,East of Bilkurra Street,Lanyon,Drive,Bilkurra Street,90,0000052,0028,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Drive,State,Southern,Queanbeyan,Jerrabomberra,2619,Trafficorder Tube Axlepair Counter,false,0,0,9500122,4263270,-35.3666,149.202835,9,5,true,3d3b5018b16b67993b0e389d0e5f9308,2018-06-12 02:48:41.978017+00
,5827,,,58145,94470,Tarago Road,Tarago Road,"Tarago Road, West of Bungendore Road",Tarago Road,West of Bungendore Road,Tarago,Road,Bungendore Road,1730,0000268,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Southern,Palerang,Lake George,2581,Trafficorder Tube Axlepair Counter,false,0,1,9531295,4282353,-35.188198,149.540726,10,5,true,99322665b99e0205d20852bf537aeb39,2018-06-12 02:48:41.978017+00
,5828,,,57516,86001,Western Motorway,Western Motorway,"Western Motorway, South of Barker Street",Western Motorway,South of Barker Street,Western,Motorway,Barker Street,430,0006004,1230,M,4,M4,Motorway,OnBridge,TwoOrMoreLanes,Motorway,State,Sydney,Penrith,Orchard Hills,2748,Trafficorder Dual Tube Classifier,false,0,0,9648327,4434599.5,-33.78355,150.765106,10,5,true,417ad7d9730e2f371cfd36bc0bd73dac,2018-06-12 02:48:41.978017+00
,5829,,,58079,94105,Olympic Highway,Olympic Highway,"Olympic Highway, North of Race Creek Road",Olympic Highway,North of Race Creek Road,Olympic,Highway,Race Creek Road,830,0000078,0501,A,41,A41,Arterial Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Harden,Wombat,2587,Trafficorder Tube Axlepair Counter,false,0,1,9414687,4370282.5,-34.414322,148.248459,9,5,true,652b28506fdd195142ec953589168dc5,2018-06-12 02:48:41.978017+00
,5830,,,15252028,7112,Silverwater Road,Silverwater Road,"Silverwater Road, South of Western Motorway","Silverwater.silverwater Rd, Auburn",South of Western Motorway,Silverwater,Road,Western Motorway,80,0000190,1300,A,6,A6,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Auburn,Auburn,2144,Tirtl,false,1,1,9673806,4427016.5,-33.843338,151.043411,1,5,true,a08ac2e01157666e68c0a47a5db3df1e,2018-06-12 02:48:41.978017+00
,5831,,,58119,94290,Willis Street,Willis Street,"Willis Street, East of Old Binda Road",Grabben Gullen Road,East of Old Binda Road,Willis,Street,Old Binda Road,20,0000052,0331,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Southern,Upper Lachlan,Crookwell,2583,Trafficorder Tube Axlepair Counter,false,0,1,9525295,4363661.5,-34.456364,149.453873,9,5,true,9ea4ef7f38c46d7d6faff62ad453759a,2018-06-12 02:48:41.978017+00
,5832,,,58517,97001,Riverina Highway,Riverina Highway,"Riverina Highway, South of Rose Street",Riverina Highway,South of Rose Street,Riverina,Highway,Rose Street,100,0000020,1450,B,58,B58,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Deniliquin,Deniliquin,2710,Trafficorder Tube Axlepair Counter,false,0,1,9118240,4244716,-35.537163,144.995316,10,5,true,6a676dfcb357070d36e45e60e8601480,2018-06-12 02:48:41.978017+00
,5833,,,57264,68020,Church Street,Church Street,"Church Street, South of Meehan Street",Church Street,South of Meehan Street,Church,Street,Meehan Street,40,0000005,0650,A,44,A44,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Holroyd,Granville,2142,Trafficorder Loop Counter,false,1,0,9670303,4429043,-33.826282,151.004715,9,4,true,35ba019ee402ae29f874c82e239e4a5a,2018-06-12 02:48:41.978017+00
,5834,,,56658,16088,Foreshore Road,Foreshore Road,"Foreshore Road, South of Fremlins Lane",Foreshore Road,South of Fremlins Lane,Foreshore,Road,Fremlins Lane,250,0000617,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Botany Bay,Botany,2019,Trafficorder Loop Counter,false,1,0,9688059,4413652,-33.958763,151.203247,9,4,true,bc043f3933245b8638860525439cfd02,2018-06-12 02:48:41.978017+00
,5835,,,58344,95568,Irrigation Way,Irrigation Way,"Irrigation Way, West of River Street",Irrigation Way,West of River Street,Irrigation,Way,River Street,90,0000080,0020,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Way,State,South West,Narrandera,Narrandera,2700,Trafficorder Tube Axlepair Counter,false,0,1,9257673,4334395.5,-34.743385,146.537491,10,5,true,0d951c33ae9fc115adfcda090a8cd5c7,2018-06-12 02:48:41.978017+00
,5836,,,58551,97114,Conargo Road,Conargo Road,"Conargo Road, East of Bundoora Avenue",Conargo Road,East of Bundoora Avenue,Conargo,Road,Bundoora Avenue,40,0000552,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,South West,Jerilderie,Jerilderie,2716,Trafficorder Tube Axlepair Counter,false,0,1,9183771,4265886,-35.355621,145.720841,10,5,true,911efb6c54e6a9f144d31d05a98c735e,2018-06-12 02:48:41.978017+00
,5837,,,56053,05540,Wine Country Drive,Wine Country Drive,"Wine Country Drive, North of Lomas Lane",Wine Country Drive,North of Lomas Lane,Wine Country,Drive,Lomas Lane,90,0000220,0180,B,82,B82,Arterial Road,OnGround,TwoOrMoreLanes,Drive,Local,Hunter,Cessnock,Nulkaba,2325,Trafficorder Tube Axlepair Counter,false,0,1,9706873,4542214.5,-32.792561,151.348862,9,5,true,c5a1874794dd4ba54085d07c606e9e2c,2018-06-12 02:48:41.978017+00
,5838,,,58028,93894,Mid Western Highway,Mid Western Highway,"Mid Western Highway, East of Carcoar Dam Road",Mid Western Highway,East of Carcoar Dam Road,Mid Western,Highway,Carcoar Dam Road,1230,0000006,0140,A,41,A41,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Blayney,Blayney,2799,Trafficorder Dual Tube Classifier,false,0,0,9503679,4460907.5,-33.583473,149.196243,7,5,true,b56766d22fca33d2d13a086afef72015,2018-06-12 02:48:41.978017+00
,5839,,,58058,94046,Federal Highway,Federal Highway,"Federal Highway, North of Crowthers Lane","Federal.federal Highway, Goulburn",North of Crowthers Lane,Federal,Highway,Crowthers Lane,820,0000003,1080,M,23,M23,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Goulburn Mulwaree,Yarra,2580,Trafficorder Loop Counter,false,1,0,9537856,4323273.5,-34.817825,149.601578,9,4,true,bc8109eaa39f7c7d2c3c4ac629706628,2018-06-12 02:48:41.978017+00
,5840,,,58299,95423,Hume Highway,Hume Highway,"Hume Highway, East of Comatawa Road",Hume Highway,East of Comatawa Road,Hume,Highway,Comatawa Road,790,0000002,2045,M,31,M31,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Wagga Wagga,Tarcutta,2652,Trafficorder Dual Tube Classifier,false,0,1,9364619,4272920,-35.296635,147.710663,9,5,true,1a654e52e85e78fd01083969b9741af5,2018-06-12 02:48:41.978017+00
,5841,,,56227,07039,Princes Highway,Princes Highway,"Princes Highway, North of Tongarra Road",Princes Highway,North of Tongarra Road,Princes,Highway,Tongarra Road,120,0000001,1328,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Shellharbour,Albion Park Rail,2527,Trafficorder Tube Axlepair Counter,false,0,0,9648579,4347673,-34.567238,150.802002,9,5,true,c0171d2e474d40f59bb9206a8f90eb6e,2018-06-12 02:48:41.978017+00
,5842,,,55313,01323,Ultimo Road,Ultimo Road,"Ultimo Road, East of Darling Drive",Ultimo Road,East of Darling Drive,Ultimo,Road,Darling Drive,40,-10,-10,NULL,NULL,NULL,Local Road,OnGround,TwoOrMoreLanes,Road,Local,Sydney,Sydney,Haymarket,2000,Trafficorder Tube Axlepair Counter,false,0,0,9688327,4422272.5,-33.880939,151.202393,7,5,true,596e503f03ade763e9d791eb702bfd8c,2018-06-12 02:48:41.978017+00
,5843,,,57367,72026,Old Northern Road,Old Northern Road,"Old Northern Road, West of Ambleside Drive","Old Northern.old Northern Rd, Baulkham Hills",West of Ambleside Drive,Old Northern,Road,Ambleside Drive,150,0000160,0090,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,The Hills,Castle Hill,2154,Excel Lpl,false,1,1,9669876,4438082,-33.744923,150.996368,10,4,true,edb883f842749f4d1dab715628327819,2018-06-12 02:48:41.978017+00
,5844,,,56350,07603,Mount Ousley Road,Mount Ousley Road,"Mount Ousley Road, West of Princes Highway",Mt Ousley Road,West of Princes Highway,Mount Ousley,Road,Princes Highway,30,0000513,0025,M,1,M1,Primary Road,OnBridge,TwoOrMoreLanes,Road,State,Southern,Wollongong,Cataract,2560,Trafficorder Tube Axlepair Counter,false,0,0,9658364,4375739,-34.310966,150.897217,9,5,true,de956a3196c227fadafde288f837bc44,2018-06-12 02:48:41.978017+00
,5845,,,58844,99911,Mitchell Highway,Mitchell Highway,"Mitchell Highway, South of Richardson Street",Mitchell Highway,South of Richardson Street,Mitchell,Highway,Richardson Street,120,0000007,0040,A,32,A32,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Bathurst Regional,Windradyne,2795,Trafficorder Dual Tube Classifier,false,0,1,9536119,4479184,-33.411942,149.541107,10,5,true,bea7440a35a4d58d1d9f5f0131b39ecf,2018-06-12 02:48:41.978017+00
,5846,,,56205,05962,Nelson Bay Road,Nelson Bay Road,"Nelson Bay Road, East of Greenleaf Road","Fullerton.fullerton Rd, Kooragang",East of Greenleaf Road,Nelson Bay,Road,Greenleaf Road,310,0000108,0070,B,63,B63,Arterial Road,OnBridge,TwoOrMoreLanes,Road,State,Hunter,Newcastle,Kooragang,2304,Trafficorder Dual Tube Classifier,false,1,0,9747332,4530231.5,-32.884647,151.786591,9,4,true,48cc891aba302df1a2bcaa1e83ceaaf9,2018-06-12 02:48:41.978017+00
,5847,,,58830,99889,Castlereagh Highway,Castlereagh Highway,"Castlereagh Highway, North of Ian Holt Drive",Castlereagh Highway,North of Ian Holt Drive,Castlereagh,Highway,Ian Holt Drive,380,0000018,1011,B,55,B55,Primary Road,OnBridge,TwoOrMoreLanes,Highway,State,Western,Lithgow,Lidsdale,2790,Trafficorder Dual Tube Classifier,false,0,1,9586124,4481297.5,-33.380737,150.078308,9,5,true,6e5949054da81b25acd0c100a8a5a771,2018-06-12 02:48:41.978017+00
,5848,,,55322,02038,Cleveland Street,Cleveland Street,"Cleveland Street, West of Pitt Street","Cleveland.cleveland St, Redfern",West of Pitt Street,Cleveland,Street,Pitt Street,60,0000330,0090,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Sydney,Surry Hills,2010,Trafficorder Loop Counter,false,1,0,9688432,4421331.5,-33.889385,151.203934,10,4,true,49a9e908c625a15c943591855b5b975f,2018-06-12 02:48:41.978017+00
,5849,,,57359,7161RLC,Pennant Hills Road,Pennant Hills Road,"Pennant Hills Road, East of Beecroft Road",Pennant Hills Road,East of Beecroft Road,Pennant Hills,Road,Beecroft Road,30,0000013,1460,A,28,A28,Primary Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Hornsby,Pennant Hills,2120,Tirtl,false,1,1,9675873,4438351.5,-33.740406,151.060989,7,5,true,f1ebb1644ac78cffcf95a93a80d1ed43,2018-06-12 02:48:41.978017+00
,5850,,,58582,97233,Cobb Highway,Cobb Highway,"Cobb Highway, East of Coolabah Court",Cobb Highway,East of Coolabah Court,Cobb,Highway,Coolabah Court,70,0000021,0030,B,75,B75,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Murray,Moama,2731,Trafficorder Tube Axlepair Counter,false,0,1,9097634,4182016.25,-36.098324,144.75325,9,5,true,2494895e29aaef0c79a5688a3e9927d5,2018-06-12 02:48:41.978017+00
,5851,,,56464,08171,Monaro Highway,Monaro Highway,"Monaro Highway, North of Mason Street","Monaro.monaro Highway, Nimmitabel",North of Mason Street,Monaro,Highway,Mason Street,450,0000019,1195,B,23,B23,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Cooma-Monaro,Nimmitabel,2631,Trafficorder Loop Counter,false,1,0,9504551,4137351.5,-36.500126,149.28183,10,4,true,22d1748abb1e3feea68ae3cd505cd39c,2018-06-12 02:48:41.978017+00
,5852,,,57014,49011,James Ruse Drive,James Ruse Drive,"James Ruse Drive, South of George Street",James Ruse Drive,South of George Street,James Ruse,Drive,George Street,50,0000309,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Drive,State,Sydney,Parramatta,Clyde,2142,Trafficorder Dual Tube Classifier,false,0,0,9671622,4428318.5,-33.832359,151.019272,9,5,true,5d3dafa301cb92d41642b65672cb899c,2018-06-12 02:48:41.978017+00
,5853,,,56003,05477,Sydney Street,Sydney Street,"Sydney Street, West of Mill Street",Sydney Street,West of Mill Street,Sydney,Street,Mill Street,10,0000209,0010,NULL,NULL,NULL,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Hunter,Muswellbrook,Muswellbrook,2333,Trafficorder Tube Axlepair Counter,false,0,0,9665766,4601951,-32.268459,150.886169,10,5,true,3fa77031e0e02fbead8dc2273cafb0bd,2018-06-12 02:48:41.978017+00
,5854,,,58333,95525,Alpine Way,Alpine Way,"Alpine Way, West of Tooma Road",Bringenbrong To Khancoban Road,West of Tooma Road,Alpine,Way,Tooma Road,890,0000627,0130,NULL,NULL,NULL,Sub-Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Tumbarumba,Bringenbrong,3707,Trafficorder Dual Tube Classifier,false,0,1,9393163,4175587.5,-36.171692,148.035171,10,5,true,13d040c2b343c2e1ea36ffa5e997bd58,2018-06-12 02:48:41.978017+00
,5855,,,58207,95085,Newell Highway,Newell Highway,"Newell Highway, North of London Hill Road",Newell Highway,North of London Hill Road,Newell,Highway,London Hill Road,240,0000017,2360,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Coolamon,Ardlethan,2665,Trafficorder Dual Tube Classifier,false,0,1,9289698,4372397,-34.401379,146.887878,9,5,true,31a5d89f4cad9d68dc0c4e4c1e3bf160,2018-06-12 02:48:41.978017+00
,5856,,,15252005,6157,New England Highway,New England Highway,"New England Highway, North of Burtons Lane","New England.new England Highway, Muswellbrook",North of Burtons Lane,New England,Highway,Burtons Lane,60,0000009,0631,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Hunter,Muswellbrook,Muswellbrook,2333,Tirtl,false,1,1,9667480,4605296.5,-32.237709,150.903046,9,4,true,9389ae870469527f47f9add2ff247472,2018-06-12 02:48:41.978017+00
,5857,,,55830,05143,Henry Parry Drive,Henry Parry Drive,"Henry Parry Drive, South of Pemell Street",Henry Parry Drive,South of Pemell Street,Henry Parry,Drive,Pemell Street,80,0000673,0010,NULL,NULL,NULL,Distributor Road,OnGround,TwoOrMoreLanes,Drive,State,Hunter,Gosford,Wyoming,2250,Trafficorder Tube Axlepair Counter,false,0,0,9704163,4473896,-33.409626,151.350311,9,5,true,179d17ccf004cc57e269c2b27a3777e4,2018-06-12 02:48:41.978017+00
,5858,,,56628,11139,Old South Head Road,Old South Head Road,"Old South Head Road, West of Victoria Road",Old South Head Road,West of Victoria Road,Old South Head,Road,Victoria Road,40,0000339,0020,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Waverley,Bondi Junction,2022,Trafficorder Tube Axlepair Counter,false,0,0,9693314,4421164,-33.889114,151.25679,9,5,true,cf27b09022112fcb3ec8ab370b85cf80,2018-06-12 02:48:41.978017+00
,5859,,,55569,04307,Armidale Road,Armidale Road,"Armidale Road, South of Orara Way",Armidale Road,South of Orara Way,Armidale,Road,Orara Way,980,0000074,0095,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Northern,Clarence Valley,Elland,2460,Trafficorder Tube Axlepair Counter,false,0,1,9873291,4869440.5,-29.770197,152.926056,9,5,true,7b56d6fec9b82ccd8d882992527ad2bd,2018-06-12 02:48:41.978017+00
