the_geom,cartodb_id,the_geom_webmercator,record_id,station_key,station_id,name,road_name,full_name,common_road_name,secondary_name,road_name_base,road_name_type,intersection,distance_to_intersection,road_number,link_number,mab_way_type,mab_way_number,mab_identifier,road_functional_hierarchy,road_on_type,lane_count,road_classification_type,road_classification_admin,rms_region,lga,suburb,post_code,device_type,heavy_vehicle_checking_station,permanent_station,vehicle_classifier,lambert_easting,lambert_northing,wgs84_latitude,wgs84_longitude,direction_seq,quality_rating,publish,md5,updated_on
,5860,,,58297,95412,Bourke Street,Bourke Street,"Bourke Street, North of Fernleigh Road",Bourke Street,North of Fernleigh Road,Bourke,Street,Fernleigh Road,70,0000211,0101,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,Regional,South West,Wagga Wagga,Turvey Park,2650,Trafficorder Tube Axlepair Counter,false,0,0,9332178,4291383.5,-35.131641,147.353195,9,5,true,7f24f91fcc82c18734d219603389b630,2018-06-12 02:48:41.978017+00
,5861,,,55901,05247,Bridge Street,Bridge Street,"Bridge Street, South of Hill Street",Bridge Street,South of Hill Street,Bridge,Street,Hill Street,100,0000009,0600,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Hunter,Muswellbrook,Muswellbrook,2333,Trafficorder Tube Axlepair Counter,false,0,0,9666062,4602638.5,-32.262161,150.889053,9,5,true,4e187d161ad9332a6874e7889f471ff9,2018-06-12 02:48:41.978017+00
,5862,,,58623,97383,Wakool Road,Wakool Road,"Wakool Road, West of Murray Lane",Wakool Road,West of Murray Lane,Wakool,Road,Murray Lane,170,0000094,0090,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,South West,Wakool,Wakool,2710,Trafficorder Tube Axlepair Counter,false,0,1,9056129,4249701,-35.47966,144.311966,10,5,true,6e6e5d2668a7697d4e11e742fd5794d6,2018-06-12 02:48:41.978017+00
,5863,,,15216016,6145,Newell Highway,Newell Highway,"Newell Highway, North of Paintmine Road","Newell.newell Highway, Brocklehurst",North of Paintmine Road,Newell,Highway,Paintmine Road,1710,0000017,2915,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Dubbo,Eumungerie,2822,Tirtl,false,1,1,9449161,4637876,-31.995474,148.579636,9,4,true,e7be1e73f63aeefa4445d6e6621c48b9,2018-06-12 02:48:41.978017+00
,5864,,,15334021,T0251,Newell Highway,Newell Highway,"Newell Highway, South of Tomingley Narromine Road","Caswell.caswell St, Peak Hill",South of Tomingley Narromine Road,Newell,Highway,Tomingley Narromine Road,10,0000017,2760,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Western,Narromine,Tomingley,2869,Tirtl,false,1,1,9414641,4573830,-32.577614,148.222031,9,4,true,791281d21b0b710aed94649f8673c169,2018-06-12 02:48:41.978017+00
,5865,,,328014,95363,Melbourne Street,Melbourne Street,"Melbourne Street, South of Cypress Drive",Melbourne Street,South of Cypress Drive,Melbourne,Street,Cypress Drive,200,0000314,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,South West,Corowa,Mulwala,2647,Trafficorder Loop Counter,false,0,1,9210107,4194347.5,-36.00296,146.003143,9,5,true,3d690209d797010fba4a9742c7bcfc90,2018-06-12 02:48:41.978017+00
,5866,,,56547,09333,The Bucketts Way,The Bucketts Way,"The Bucketts Way, East of Denison Street",The Bucketts Way,East of Denison Street,The Bucketts Way,,Denison Street,290,0000090,0161,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,,Regional,Hunter,Gloucester,Gloucester,2422,Trafficorder Tube Axlepair Counter,false,0,1,9768986,4626465.5,-32.007946,151.969009,10,5,true,9affe685dde6a153055ee21211f1a602,2018-06-12 02:48:41.978017+00
,5867,,,57761,92428,Newell Highway,Newell Highway,"Newell Highway, South of George Street",Newell Highway,South of George Street,Newell,Highway,George Street,20,0000017,3060,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Warrumbungle,Coonabarabran,2357,Trafficorder Tube Axlepair Counter,false,0,0,9517039,4716003,-31.279284,149.280228,9,5,true,0e4273fe93eba05b90970cbc302fe614,2018-06-12 02:48:41.978017+00
,5868,,,58342,95563,Newell Highway,Newell Highway,"Newell Highway, South of Ferrier Street",Newell Highway,South of Ferrier Street,Newell,Highway,Ferrier Street,70,0000017,2300,A,39,A39,Primary Road,OnBridge,TwoOrMoreLanes,Highway,State,South West,Narrandera,Narrandera,2700,Trafficorder Tube Axlepair Counter,false,0,0,9259698,4334731,-34.740437,146.559631,9,5,true,9a6b6981c539d3c1282fe1de9ef7baed,2018-06-12 02:48:41.978017+00
,5869,,,55580,04327,Prince Street,Prince Street,"Prince Street, North of Bawden Street",Prince Street,North of Bawden Street,Prince,Street,Bawden Street,20,0000083,0070,B,91,B91,Local Road,OnGround,TwoOrMoreLanes,Street,State,Northern,Clarence Valley,Grafton,2460,Trafficorder Tube Axlepair Counter,false,0,0,9875126,4878931.5,-29.683853,152.939407,9,5,true,fe146ce264e3b3919358debccbc4e668,2018-06-12 02:48:41.978017+00
,5870,,,55354,02271,Pyrmont Bridge Road,Pyrmont Bridge Road,"Pyrmont Bridge Road, East of Wattle Street",Pyrmont Bridge Road,East of Wattle Street,Pyrmont Bridge,Road,Wattle Street,50,0000523,0040,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Sydney,Pyrmont,2009,Trafficorder Dual Tube Classifier,false,0,0,9687474,4423116.5,-33.873642,151.192795,10,5,true,55d43d562e5e58e6ab022d0985119f20,2018-06-12 02:48:41.978017+00
,5871,,,15175634,6115,Pacific Highway,Pacific Highway,"Pacific Highway, East of Norman Street","Ballina.ballina Road, Woodburn",East of Norman Street,Pacific,Highway,Norman Street,600,0000010,3040,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Road,State,Northern,Richmond Valley,Woodburn,2472,Tirtl,false,1,1,9920064,4944963,-29.066118,153.360901,9,4,true,2d7056201c135cc8b9b0d85c26d5ce57,2018-06-12 02:48:41.978017+00
,5872,,,55505,04167,Bangalow Road,Bangalow Road,"Bangalow Road, South of Ironbark Avenue",Bangalow Road,South of Ironbark Avenue,Bangalow,Road,Ironbark Avenue,120,0000545,0091,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Northern,Byron,Byron Bay,2481,Trafficorder Tube Axlepair Counter,false,0,0,9947565,4987929.5,-28.664576,153.61441,9,5,true,10e239040a0f2cf0fd9a8011909f0a4d,2018-06-12 02:48:41.978017+00
,5873,,,57031,50038,James Ruse Drive,James Ruse Drive,"James Ruse Drive, West of Third Street",James Ruse Drive,West of Third Street,James Ruse,Drive,Third Street,70,0000309,0065,A,40,A40,Arterial Road,OnGround,TwoOrMoreLanes,Drive,State,Sydney,Parramatta,Parramatta,2150,Trafficorder Dual Tube Classifier,false,0,0,9672155,4431035.5,-33.807671,151.023895,9,5,true,d217786603c97abe5f349a23421427bf,2018-06-12 02:48:41.978017+00
,5874,,,58418,96069,Castlereagh Highway,Castlereagh Highway,"Castlereagh Highway, South of Gwydir Highway",Castlereagh Highway,South of Gwydir Highway,Castlereagh,Highway,Gwydir Highway,1320,0000018,3250,B,55,B55,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Walgett,Walgett,2832,Trafficorder Dual Tube Classifier,false,0,0,9412105,4867316,-29.930351,148.160263,9,5,true,8de581a768bd84ec9631ea4849c27805,2018-06-12 02:48:41.978017+00
,5875,,,56816,27148,Cosgrove Road,Cosgrove Road,"Cosgrove Road, North of Gould Lane",Cosgrove Road,North of Gould Lane,Cosgrove,Road,Gould Lane,20,0007062,0020,NULL,NULL,NULL,Distributor Road,OnGround,TwoOrMoreLanes,Road,Regional,Sydney,Strathfield,Strathfield South,2136,Trafficorder Tube Axlepair Counter,false,0,0,9676404,4421994,-33.887714,151.073608,9,5,true,c8d9069035d506636f0c2aa431e8deaa,2018-06-12 02:48:41.978017+00
,5876,,,57592,91179,Killarney Road,Killarney Road,"Killarney Road, North of Acacia Avenue",Legume-Queensland Border Road,North of Acacia Avenue,Killarney,Road,Acacia Avenue,680,0000189,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Northern,Tenterfield,Legume,2476,Trafficorder Tube Axlepair Counter,false,0,1,9821338,5024736.5,-28.398598,152.308502,9,5,true,bc8a34cd491617f5e54990a7d8fd771a,2018-06-12 02:48:41.978017+00
,5877,,,57802,92725,Newell Highway,Newell Highway,"Newell Highway, North of Francis Street",Barwan Street,North of Francis Street,Newell,Highway,Francis Street,110,0000017,3207,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Street,State,Western,Narrabri,Narrabri,2390,Trafficorder Tube Axlepair Counter,false,0,1,9567234,4822071.5,-30.311853,149.777725,9,5,true,83c4facfd8888ab40b43231950a95075,2018-06-12 02:48:41.978017+00
,5878,,,55425,02414,Pyrmont Street,Pyrmont Street,"Pyrmont Street, North of Murray Street",Pyrmont Street,North of Murray Street,Pyrmont,Street,Murray Street,70,0000165,0043,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,Sydney,Sydney,Pyrmont,2009,Trafficorder Loop Counter,false,1,0,9687845,4423227.5,-33.872505,151.196762,3,5,true,b07bb4ec110477f30dfec664eb4fa6eb,2018-06-12 02:48:41.978017+00
,5879,,,56071,05568,Main Road,Main Road,"Main Road, West of Kelton Street",Main Road,West of Kelton Street,Main,Road,Kelton Street,30,0000223,0130,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Hunter,Lake Macquarie,Cardiff,2285,Trafficorder Tube Axlepair Counter,false,0,0,9735069,4524701,-32.93951,151.658188,10,5,true,7f70387fa4b9b7feec8c44cb484fde4e,2018-06-12 02:48:41.978017+00
,5880,,,56182,05905,The Entrance Road,The Entrance Road,"The Entrance Road, East of Penrose Crescent",The Entrance Road,East of Penrose Crescent,The Entrance Road,,Penrose Crescent,40,0000030,2080,A,49,A49,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Hunter,Gosford,Erina,2250,Trafficorder Tube Axlepair Counter,false,0,0,9707670,4471026,-33.434181,151.389313,10,5,true,4be06d667ff372ffd6e4d81b93ff2f32,2018-06-12 02:48:41.978017+00
,5881,,,56968,43229,Woods Road,Woods Road,"Woods Road, North of Wellington Road",Woods Road,North of Wellington Road,Woods,Road,Wellington Road,30,0007116,0020,NULL,NULL,NULL,Local Road,OnGround,TwoOrMoreLanes,Road,Regional,Sydney,Bankstown,Sefton,2162,Trafficorder Tube Axlepair Counter,false,0,0,9671093,4422399,-33.885914,151.016022,9,5,true,6288814b6c027c60be2f3a189d4991fd,2018-06-12 02:48:41.978017+00
,5882,,,56331,07439,Braidwood Road,Braidwood Road,"Braidwood Road, West of Wandean Road",Braidwood Road,West of Wandean Road,Braidwood,Road,Wandean Road,4180,0000092,0020,NULL,NULL,NULL,Arterial Road,OnBridge,TwoOrMoreLanes,Road,Regional,Southern,Shoalhaven,Tianjara,2622,Trafficorder Tube Axlepair Counter,false,0,1,9603517,4288906,-35.110836,150.331299,7,5,true,8e0106dac694b51388c3545c0084f0ef,2018-06-12 02:48:41.978017+00
,5883,,,58618,97356,Conargo Road,Conargo Road,"Conargo Road, North of Moonee Swamp Road",Conargo Road,North of Moonee Swamp Road,Conargo,Road,Moonee Swamp Road,100,0000552,0070,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,South West,Deniliquin,Deniliquin,2710,Trafficorder Tube Axlepair Counter,false,0,1,9117629,4246996,-35.516506,144.989075,9,5,true,4fbf68f3deb87fd945dec82d9d416864,2018-06-12 02:48:41.978017+00
,5884,,,56231,07044,Fern Street,Fern Street,"Fern Street, North of Sandy Wha Road",Fern Street,North of Sandy Wha Road,Fern,Street,Sandy Wha Road,30,-10,-10,NULL,NULL,NULL,Sub-Arterial Road,OnGround,TwoOrMoreLanes,Street,Local,Southern,Kiama,Gerringong,2534,Trafficorder Tube Axlepair Counter,false,0,1,9650197,4328765.5,-34.737141,150.827194,9,5,true,1f44610a4aa53729ccc315c782ebaafd,2018-06-12 02:48:41.978017+00
,5885,,,56856,32012,Burns Bay Road,Burns Bay Road,"Burns Bay Road, North of Martin Street","Burns Bay.burns Bay Rd, Hunters Hill",North of Martin Street,Burns Bay,Road,Martin Street,150,0000166,0040,NULL,NULL,NULL,Arterial Road,OnBridge,TwoOrMoreLanes,Road,State,Sydney,Lane Cove,Linley Point,2066,Trafficorder Loop Counter,false,1,0,9683357,4428157,-33.829678,151.146133,9,5,true,b44ff669de091f70b77337a337224197,2018-06-12 02:48:41.978017+00
,5886,,,58317,95469,Murray Street,Murray Street,"Murray Street, North of Elm Avenue",Murray Street,North of Elm Avenue,Murray,Street,Elm Avenue,40,-10,-10,NULL,NULL,NULL,Local Road,OnGround,TwoOrMoreLanes,Street,Local,South West,Albury,Lake Hume Village,3691,Trafficorder Dual Tube Classifier,false,0,0,9303267,4183656.25,-36.103149,147.03627,1,5,true,8df9f6cf066602886632f0a26f593008,2018-06-12 02:48:41.978017+00
,5887,,,57186,62001,Hume Highway,Hume Highway,"Hume Highway, North of Kendall Drive","Hume.hume Hwy, Casula",North of Kendall Drive,Hume,Highway,Kendall Drive,150,0000002,0641,A,28,A28,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Sydney,Liverpool,Casula,2170,Excel Ll,false,1,1,9659263,4414998.5,-33.956684,150.891098,9,4,true,3e2f71673e32c3e5db94d08153d5c8e8,2018-06-12 02:48:41.978017+00
,5888,,,57342,71082,Carlisle Avenue,Carlisle Avenue,"Carlisle Avenue, North of Beames Avenue","Carlisle.carisle Avenue, Mount Druitt",North of Beames Avenue,Carlisle,Avenue,Beames Avenue,20,0000629,0080,NULL,NULL,NULL,Arterial Road,OnBridge,TwoOrMoreLanes,Avenue,State,Sydney,Blacktown,Mount Druitt,2770,Trafficorder Loop Counter,false,1,0,9653139,4436033.5,-33.769043,150.816498,9,4,true,2909733e75346f6d80cd659d9212ef4b,2018-06-12 02:48:41.978017+00
,5889,,,58690,984FDSC,The Boulevarde,The Boulevarde,"The Boulevarde, South of Strathfield Avenue",The Boulevarde,South of Strathfield Avenue,The Boulevarde,,Strathfield Avenue,50,0000668,0020,NULL,NULL,NULL,Local Road,OnGround,TwoOrMoreLanes,,State,Sydney,Strathfield,Strathfield,2135,Tirtl,false,1,1,9678262,4423044,-33.877594,151.093262,9,5,true,39fb17b72e763921807846797333bd65,2018-06-12 02:48:41.978017+00
,5890,,,58394,95847,Kywong-Howlong Road,Kywong-Howlong Road,"Kywong-Howlong Road, North of Burrumbuttock-Brocklesby Road",Howlong-Kywong Road,North of Burrumbuttock-Brocklesby Road,Kywong-Howlong,Road,Burrumbuttock-Brocklesby Road,880,0000370,0030,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Greater Hume,Brocklesby,2642,Trafficorder Tube Axlepair Counter,false,0,1,9271441,4215797,-35.813152,146.684021,9,5,true,832ce70eaaff6473fc0633c3cf32e1f3,2018-06-12 02:48:41.978017+00
,5891,,,57677,92057,New England Highway,New England Highway,"New England Highway, West of Glenburnie Road",New England Highway,West of Glenburnie Road,New England,Highway,Glenburnie Road,1660,0000009,1082,A,15,A15,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Northern,Tamworth Regional,Kentucky,2354,Trafficorder Tube Axlepair Counter,false,0,1,9719501,4767807.5,-30.753918,151.382568,9,5,true,5ea90fbadfd67068f8ceefa62cb974aa,2018-06-12 02:48:41.978017+00
,5892,,,15216012,6141,Newell Highway,Newell Highway,"Newell Highway, West of Greens Road","West Wyalong.west Wyalong Rd, Forbes",West of Greens Road,Newell,Highway,Greens Road,190,0000017,2555,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Road,State,Western,Forbes,Forbes,2871,Tirtl,false,1,1,9390064,4481832.5,-33.410191,147.969162,9,4,true,3242b8cadae1b1a2467b8e798b82b74c,2018-06-12 02:48:41.978017+00
,5893,,,15252019,6189,Great Western Highway,Great Western Highway,"Great Western Highway, West of Berghofer Drive","Great Western.great Western Highway, Mount Victoria",West of Berghofer Drive,Great Western,Highway,Berghofer Drive,1670,0000005,1540,A,32,A32,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Lithgow,Little Hartley,2790,Tirtl,false,1,1,9598901,4458790.5,-33.580284,150.22316,3,5,true,af31a607031aead95ba7d53532825728,2018-06-12 02:48:41.978017+00
,5894,,,56708,20022,Victoria Road,Victoria Road,"Victoria Road, South of Robert Street",Victoria Road,South of Robert Street,Victoria,Road,Robert Street,30,0000165,0110,A,40,A40,Motorway,OnGround,OneLane,Road,State,Sydney,Leichhardt,Rozelle,2039,Trafficorder Dual Tube Classifier,false,0,0,9685910,4423880.5,-33.867317,151.175568,9,5,true,f4e59740197e5dee47d7c9e2d60a68eb,2018-06-12 02:48:41.978017+00
,5895,,,56002,05471,Kayuga Road,Kayuga Road,"Kayuga Road, West of Aberdeen Street",Kayuga Road,West of Aberdeen Street,Kayuga,Road,Aberdeen Street,150,-10,-10,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Local,Hunter,Muswellbrook,Muswellbrook,2333,Trafficorder Tube Axlepair Counter,false,0,0,9665980,4603341,-32.255852,150.887894,10,5,true,4f7c3de9e4a09fb682ab219a1a608501,2018-06-12 02:48:41.978017+00
,5896,,,58069,94079,Elizabeth Street,Elizabeth Street,"Elizabeth Street, North of Cherry Court",Elizabeth Street,North of Cherry Court,Elizabeth,Street,Cherry Court,180,0000078,0590,A,41,A41,Arterial Road,OnGround,TwoOrMoreLanes,Street,State,South West,Young,Young,2594,Trafficorder Tube Axlepair Counter,false,0,0,9419875,4382794,-34.300888,148.303223,9,5,true,1f89993442c364da12c4115faedaaff5,2018-06-12 02:48:41.978017+00
,5897,,,56491,08334,Princes Highway,Princes Highway,"Princes Highway, West of Bermagui Road",Princes Highway,West of Bermagui Road,Princes,Highway,Bermagui Road,770,0000001,2230,A,1,A1,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Eurobodalla,Tilba Tilba,2546,Trafficorder Tube Axlepair Counter,false,0,0,9573617,4153575,-36.338192,150.046631,9,5,true,09eb6452e30e0a2d4d943ca2625c32f8,2018-06-12 02:48:41.978017+00
,5898,,,15934008,T0296,Great Western Highway,Great Western Highway Hvcs,"Great Western Highway, South of Carawatha Road","Great Western.great Western Hwy, Blackheath",South of Carawatha Road,Great Western,Highway,Carawatha Road,330,0000005,1505,NULL,NULL,NULL,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Sydney,Blue Mountains,Blackheath,2785,Tirtl,true,1,1,9603453,4454658.5,-33.61628,150.273605,3,5,true,2404b77d0352bcf24cdefd7654e8c841,2018-06-12 02:48:41.978017+00
,5899,,,58059,94047,Hume Highway,Hume Highway,"Hume Highway, West of Federal Highway","Hume.hume Hwy Nbound, Yass Side",West of Federal Highway,Hume,Highway,Federal Highway,470,0000002,1305,M,31,M31,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Goulburn Mulwaree,Yarra,2580,Trafficorder Loop Counter,false,1,0,9538214,4324623,-34.80558,149.605118,9,4,true,85998cf876fad1266959c035cf181d33,2018-06-12 02:48:41.978017+00
,5900,,,58199,95072,Sturt Highway,Sturt Highway,"Sturt Highway, South of Kywong Boree Creek Road",Sturt Highway,South of Kywong Boree Creek Road,Sturt,Highway,Kywong Boree Creek Road,90,0000014,0190,A,20,A20,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,South West,Narrandera,Galore,2650,Trafficorder Tube Axlepair Counter,false,0,1,9276511,4307010,-34.990955,146.7426,10,5,true,8fe8521238596552c250c1099e143011,2018-06-12 02:48:41.978017+00
,5901,,,58172,94515,Kings Highway,Kings Highway,"Kings Highway, West of Harrowfield Drive","Kings.batemans Bay-Queanbeyan Rd, Bungendore",West of Harrowfield Drive,Kings,Highway,Harrowfield Drive,260,0000051,0150,B,52,B52,Arterial Road,OnGround,TwoOrMoreLanes,Highway,State,Southern,Palerang,Bungendore,2621,Trafficorder Loop Counter,false,1,0,9526578,4275669,-35.249474,149.490677,10,4,true,f53a620b4127e45395bebf52061d089b,2018-06-12 02:48:41.978017+00
,5902,,,56606,10011,New South Head Road,New South Head Road,"New South Head Road, East of Bayswater Road","New South Head.new South Head Rd, Rushcutters Bay",East of Bayswater Road,New South Head,Road,Bayswater Road,90,0000173,0060,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,State,Sydney,Woollahra,Edgecliff,2027,Tirtl,false,1,1,9690953,4422642,-33.876652,151.230606,10,4,true,5484fbcdfa4f0840f424bae734e48da1,2018-06-12 02:48:41.978017+00
,5903,,,58295,95398,Old Junee Road,Old Junee Road,"Old Junee Road, East of Black Street",Old Junee Road,East of Black Street,Old Junee,Road,Black Street,590,0000243,0230,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Junee,Old Junee,2652,Trafficorder Tube Axlepair Counter,false,0,1,9349211,4324921.5,-34.828533,147.538269,10,5,true,1d14068c4a7048f0f261699cb5de8094,2018-06-12 02:48:41.978017+00
,5904,,,58865,CBBSTC,Newell Highway,Newell Highway,"Newell Highway, North of Warrumbungles Way","Newell.newell Highway, Coonabarabran",North of Warrumbungles Way,Newell,Highway,Warrumbungles Way,1150,0000017,3060,A,39,A39,Primary Road,OnGround,TwoOrMoreLanes,Highway,State,Western,Warrumbungle,Tannabar,2357,Tirtl,false,1,1,9519168,4711955,-31.31538,149.303513,9,4,true,74b57405765de0e495940424792c42ed,2018-06-12 02:48:41.978017+00
,5905,,,55481,04093,Minjungbal Drive,Minjungbal Drive,"Minjungbal Drive, North of Blundell Boulevard","Mungungbal.mungungbal Drive, Tweed Heads South",North of Blundell Boulevard,Minjungbal,Drive,Blundell Boulevard,70,0007733,0010,NULL,NULL,NULL,Sub-Arterial Road,OnGround,TwoOrMoreLanes,Drive,Regional,Northern,Tweed,Tweed Heads South,2486,Trafficorder Loop Counter,false,1,0,9943900,5039942.5,-28.199448,153.543838,9,4,true,501297a1d8dcfb1d960d364d43464316,2018-06-12 02:48:41.978017+00
,5906,,,58590,97258,Oaklands Road,Oaklands Road,"Oaklands Road, East of Finns Road",Oaklands Road,East of Finns Road,Oaklands,Road,Finns Road,1070,0000356,0020,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,South West,Berrigan,Berrigan,2712,Trafficorder Tube Axlepair Counter,false,0,1,9205199,4239815.5,-35.592781,145.953781,9,5,true,dba8d79fec690af5d7691f507c53bcd2,2018-06-12 02:48:41.978017+00
,5907,,,56436,08109,Mount Darragh Road,Mount Darragh Road,"Mount Darragh Road, West of Redfern Close",South Pambula-Bombala Road,West of Redfern Close,Mount Darragh,Road,Redfern Close,70,0000091,0010,NULL,NULL,NULL,Arterial Road,OnGround,TwoOrMoreLanes,Road,Regional,Southern,Bega Valley,South Pambula,2549,Trafficorder Loop Counter,false,1,0,9553547,4086798.5,-36.944309,149.843506,10,4,true,3592c97720c92b38bc37f63c89aaba8d,2018-06-12 02:48:41.978017+00
